Date,Day of Week,Time,Active drivers,Online (h),Has booking (h),Waiting for booking (h),Busy (h),Hours per active driver,Rides per online hour,Finished Rides,People saw 0 cars (unique),People saw +1 cars (unique),Coverage Ratio (unique)
2016-11-17,4,5,28,10,1,9,10,0.4,0,2.5,1,3,75
2016-11-17,4,4,30,12,2,11,11,0.4,0.25,3,6,9,60
2016-11-17,4,3,37,16,4,12,12,0.4,0.5,8,16,19,54
2016-11-17,4,2,40,21,3,18,11,0.5,0.24,5,4,22,85
2016-11-17,4,1,55,25,2,23,13,0.5,0.32,8,4,19,83
2016-11-17,4,0,65,32,5,27,16,0.5,0.28,9,3,37,93
2016-11-16,3,23,76,33,9,24,17,0.4,0.73,24,3,57,95
2016-11-16,3,22,84,35,11,23,19,0.4,0.94,33,18,65,78
2016-11-16,3,21,104,43,6,36,24,0.4,0.44,19,3,50,94
2016-11-16,3,20,103,46,7,39,25,0.4,0.41,19,4,52,93
2016-11-16,3,19,98,38,17,21,24,0.4,1.05,40,14,86,86
2016-11-16,3,18,92,31,16,15,25,0.3,0.94,29,16,71,82
2016-11-16,3,17,85,30,9,21,24,0.4,0.67,20,15,58,79
2016-11-16,3,16,94,25,2,23,28,0.3,0.2,5,6,23,79
2016-11-16,3,15,85,29,3,26,27,0.3,0.21,6,3,24,89
2016-11-16,3,14,76,29,3,26,19,0.4,0.1,3,4,26,87
2016-11-16,3,13,66,25,4,20,18,0.4,0.36,9,6,31,84
2016-11-16,3,12,70,26,6,20,15,0.4,0.38,10,5,31,86
2016-11-16,3,11,68,25,4,20,18,0.4,0.32,8,5,30,86
2016-11-16,3,10,84,34,8,26,18,0.4,0.5,17,5,49,91
2016-11-16,3,9,71,30,16,14,16,0.4,1.07,32,24,67,74
2016-11-16,3,8,55,20,9,11,16,0.4,1,20,33,53,62
2016-11-16,3,7,38,12,4,8,11,0.3,0.75,9,16,19,54
2016-11-16,3,6,30,9,0,9,12,0.3,0,6.33333333333333,2,4,67
2016-11-16,3,5,25,9,0,9,11,0.4,0,3.66666666666667,0,2,100
2016-11-16,3,4,27,11,0,11,11,0.4,0.09,1,2,3,60
2016-11-16,3,3,26,13,1,12,11,0.5,0.15,2,1,6,86
2016-11-16,3,2,34,13,1,12,12,0.4,0.15,2,1,4,80
2016-11-16,3,1,46,19,2,17,12,0.4,0.37,7,2,19,90
2016-11-16,3,0,54,24,5,19,16,0.4,0.5,12,6,39,87
2016-11-15,2,23,63,24,5,19,19,0.4,0.63,15,0,43,100
2016-11-15,2,22,68,28,8,20,20,0.4,0.71,20,11,51,82
2016-11-15,2,21,69,31,5,26,21,0.4,0.58,18,6,44,88
2016-11-15,2,20,84,33,11,22,22,0.4,0.55,18,13,49,79
2016-11-15,2,19,85,31,14,17,25,0.4,1,31,17,75,82
2016-11-15,2,18,78,29,13,16,23,0.4,0.93,27,13,60,82
2016-11-15,2,17,83,23,8,15,24,0.3,0.65,15,15,50,77
2016-11-15,2,16,80,25,3,23,26,0.3,0.32,8,6,37,86
2016-11-15,2,15,76,20,1,19,21,0.3,0.2,4,5,16,76
2016-11-15,2,14,66,19,3,16,24,0.3,0.21,4,5,21,81
2016-11-15,2,13,61,22,3,20,18,0.4,0.27,6,3,22,88
2016-11-15,2,12,63,19,3,15,19,0.3,0.42,8,7,34,83
2016-11-15,2,11,67,22,3,19,18,0.3,0.32,7,2,24,92
2016-11-15,2,10,66,27,8,19,15,0.4,0.44,12,13,34,72
2016-11-15,2,9,59,24,15,9,11,0.4,1.21,29,41,52,56
2016-11-15,2,8,44,14,8,7,8,0.3,1.07,15,58,35,38
2016-11-15,2,7,32,10,3,7,7,0.3,0.6,6,27,14,34
2016-11-15,2,6,25,11,1,11,7,0.4,0.36,4,2,4,67
2016-11-15,2,5,23,10,0,10,6,0.4,0,3.5,2,1,33
2016-11-15,2,4,22,10,0,10,6,0.5,0,3,1,1,50
2016-11-15,2,3,25,12,0,12,7,0.5,0,2.5,1,2,67
2016-11-15,2,2,26,14,1,14,7,0.5,0.14,2,0,5,100
2016-11-15,2,1,39,15,0,15,10,0.4,0.07,1,1,4,80
2016-11-15,2,0,46,21,4,17,16,0.5,0.43,9,4,23,85
2016-11-14,1,23,52,21,6,16,17,0.4,0.71,15,10,26,72
2016-11-14,1,22,65,27,5,22,17,0.4,0.48,13,7,31,82
2016-11-14,1,21,76,35,7,28,17,0.5,0.57,20,4,38,90
2016-11-14,1,20,85,31,7,24,19,0.4,0.65,20,6,37,86
2016-11-14,1,19,94,33,9,24,21,0.4,0.48,16,10,54,84
2016-11-14,1,18,74,28,14,14,17,0.4,0.86,24,11,59,84
2016-11-14,1,17,71,31,7,25,16,0.4,0.52,16,0,37,100
2016-11-14,1,16,65,21,3,18,14,0.3,0.43,9,5,28,85
2016-11-14,1,15,68,27,2,24,16,0.4,0.11,3,2,23,92
2016-11-14,1,14,68,25,2,23,20,0.4,0.2,5,7,21,75
2016-11-14,1,13,68,25,2,23,17,0.4,0.16,4,4,25,86
2016-11-14,1,12,72,25,2,23,20,0.3,0.16,4,3,19,86
2016-11-14,1,11,69,27,4,23,16,0.4,0.3,8,5,22,81
2016-11-14,1,10,65,24,7,17,16,0.4,0.54,13,12,43,78
2016-11-14,1,9,55,20,12,7,11,0.4,0.95,19,43,42,49
2016-11-14,1,8,47,16,9,7,11,0.3,1.19,19,38,39,51
2016-11-14,1,7,37,9,4,6,8,0.2,1.11,10,22,25,53
2016-11-14,1,6,23,7,1,6,6,0.3,0.14,1,1,5,83
2016-11-14,1,5,16,6,1,5,5,0.4,0.5,3,4,4,50
2016-11-14,1,4,15,6,0,6,6,0.4,0,2.33333333333333,4,4,50
2016-11-14,1,3,18,7,0,7,7,0.4,0,1.66666666666667,1,2,67
2016-11-14,1,2,21,7,0,7,9,0.3,0.14,1,3,6,67
2016-11-14,1,1,29,9,1,8,11,0.3,0.22,2,8,8,50
2016-11-14,1,0,38,14,3,11,12,0.4,0.43,6,9,15,63
